ms,UTC_timestamp,latitude,longitude,altitude,temperature,pressure
10000,2026-1-9T17:44:07+00:00,,,,16.37,102181.113
20000,2026-1-9T17:44:17+00:00,,,,16.33,102179.76
30000,2026-1-9T17:44:27+00:00,,,,16.37,102184.184
40000,2026-1-9T17:44:37+00:00,,,,16.44,102185.4
50000,2026-1-9T17:44:47+00:00,,,,16.48,102182.19
60000,2026-1-9T17:44:57+00:00,,,,16.51,102179.191
70000,2026-1-9T17:45:07+00:00,,,,16.48,102183.184
80000,2026-1-9T17:45:17+00:00,,,,16.49,102186.182
90000,2026-1-9T17:45:27+00:00,,,,16.50,102184.24
100000,2026-1-9T17:45:37+00:00,,,,16.48,102180.69
110000,2026-1-9T17:45:47+00:00,,,,16.48,102188.163
120000,2026-1-9T17:45:57+00:00,,,,16.46,102181.128
130000,2026-1-9T17:46:07+00:00,,,,16.46,102189.51
140000,2026-1-9T17:46:17+00:00,,,,16.45,102185.142
150000,2026-1-9T17:46:27+00:00,,,,16.42,102176.62
160000,2026-1-9T17:46:37+00:00,,,,16.41,102181.114
170000,2026-1-9T17:46:47+00:00,,,,16.39,102182.172
180000,2026-1-9T17:46:57+00:00,,,,16.37,102180.117
190000,2026-1-9T17:47:07+00:00,,,,16.37,102179.247
200000,2026-1-9T17:47:17+00:00,,,,16.34,102178.133
210000,2026-1-9T17:47:27+00:00,,,,16.33,102178.121
220000,2026-1-9T17:47:37+00:00,,,,16.32,102181.13
230000,2026-1-9T17:47:47+00:00,,,,16.29,102177.250
240000,2026-1-9T17:47:57+00:00,,,,16.28,102179.95
250000,2026-1-9T17:48:07+00:00,,,,16.25,102180.110
260000,2026-1-9T17:48:17+00:00,,,,16.22,102171.30
270000,2026-1-9T17:48:27+00:00,,,,16.19,102175.105
280000,2026-1-9T17:48:37+00:00,,,,16.17,102184.87
290000,2026-1-9T17:48:47+00:00,,,,16.15,102175.142
300000,2026-1-9T17:48:57+00:00,,,,16.7,102171.153
310000,2026-1-9T17:49:07+00:00,,,,16.1,102173.170
320000,2026-1-9T17:49:17+00:00,,,,15.95,102174.3
330000,2026-1-9T17:49:27+00:00,,,,15.86,102172.126
340000,2026-1-9T17:49:37+00:00,,,,15.79,102163.210
350000,2026-1-9T17:49:47+00:00,,,,15.74,102177.217
360000,2026-1-9T17:49:57+00:00,,,,15.72,102174.215
370000,2026-1-9T17:50:07+00:00,,,,15.69,102175.92
380000,2026-1-9T17:50:17+00:00,,,,15.66,102173.149
390000,2026-1-9T17:50:27+00:00,,,,15.62,102172.13
400000,2026-1-9T17:50:37+00:00,,,,15.55,102170.189
410000,2026-1-9T17:50:47+00:00,,,,15.50,102170.3
420000,2026-1-9T17:50:57+00:00,,,,15.48,102171.69
430000,2026-1-9T17:51:07+00:00,,,,15.45,102174.61
440000,2026-1-9T17:51:17+00:00,,,,15.45,102177.247
450000,2026-1-9T17:51:27+00:00,,,,15.43,102176.112
460000,2026-1-9T17:51:37+00:00,,,,15.42,102172.74
470000,2026-1-9T17:51:47+00:00,,,,15.39,102167.187
480000,2026-1-9T17:51:57+00:00,,,,15.31,102169.39
490000,2026-1-9T17:52:07+00:00,,,,15.25,102161.161
500000,2026-1-9T17:52:17+00:00,,,,15.18,102162.197
510000,2026-1-9T17:52:27+00:00,,,,15.15,102162.213
520000,2026-1-9T17:52:37+00:00,,,,15.15,102167.190
530000,2026-1-9T17:52:47+00:00,,,,15.10,102165.178
540000,2026-1-9T17:52:57+00:00,,,,15.10,102164.139
550000,2026-1-9T17:53:07+00:00,,,,15.7,102158.89
560000,2026-1-9T17:53:17+00:00,,,,15.7,102157.93
570000,2026-1-9T17:53:27+00:00,,,,15.5,102159.198
580000,2026-1-9T17:53:37+00:00,,,,15.2,102159.148
590000,2026-1-9T17:53:47+00:00,,,,14.98,102163.37
600000,2026-1-9T17:53:57+00:00,,,,14.97,102163.245
610000,2026-1-9T17:54:07+00:00,,,,14.92,102164.251
620000,2026-1-9T17:54:17+00:00,,,,14.89,102163.8
630000,2026-1-9T17:54:27+00:00,,,,14.86,102161.107
640000,2026-1-9T17:54:37+00:00,,,,14.85,102168.228
650000,2026-1-9T17:54:47+00:00,,,,14.83,102177.128
660000,2026-1-9T17:54:57+00:00,,,,14.80,102155.110
670000,2026-1-9T17:55:07+00:00,,,,14.67,102160.255
680000,2026-1-9T17:55:17+00:00,,,,14.65,102162.220
690000,2026-1-9T17:55:27+00:00,,,,14.62,102157.91
700000,2026-1-9T17:55:37+00:00,,,,14.59,102161.23
710000,2026-1-9T17:55:47+00:00,,,,14.56,102156.91
